time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2022/09/13/22:01:46.637415,447858,1663131706,636736761,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693022886859339, -0.7080859702876587, -0.14228564897646123, -0.46165330827746587, -0.04354411760439092, -3.1670683065997522)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2527453899383545, -5.139836311340332, -0.11424023658037186, -0.17498168349266052, -0.15000589191913605, 0.22203245759010315)"
2022/09/13/22:01:46.639169,447859,1663131706,638732406,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692784468280237, -0.708085910683014, -0.14228517213930303, -0.4616515201381226, -0.04360658327211553, -3.1671317259417933)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2431631088256836, -5.092439651489258, -0.11974433064460754, -0.1711655557155609, -0.14384080469608307, 0.23241393268108368)"
2022/09/13/22:01:46.641348,447860,1663131706,640741082,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.7080981892398377, -0.14227372804750615, -0.4616776269725342, -0.043606106434957326, -3.1670926252948206)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2629292011260986, -5.098110675811768, -0.1281260997056961, -0.17418792843818665, -0.16233938932418823, 0.22606267035007477)"
2022/09/13/22:01:46.643122,447861,1663131706,642728944,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169290844594137, -0.7080727976611634, -0.14227420488466436, -0.46168966711077886, -0.04358274141420537, -3.1670807043658655)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2468338012695312, -5.146633148193359, -0.1405121237039566, -0.18799343705177307, -0.1430935114622116, 0.2383369505405426)"
2022/09/13/22:01:46.645391,447862,1663131706,644750564,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692798773394983, -0.7080733341029664, -0.1423099676715296, -0.46166451395068364, -0.04359466234316045, -3.167068068181173)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2046685218811035, -5.076048851013184, -0.17099398374557495, -0.18742448091506958, -0.13822057843208313, 0.22737258672714233)"
2022/09/13/22:01:46.647065,447863,1663131706,646743115,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692917982684534, -0.7080357235721131, -0.14228612581361944, -0.46169109762225347, -0.04359466234316045, -3.167093340550558)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2459328174591064, -5.116803169250488, -0.16011837124824524, -0.178719624876976, -0.14184115827083588, 0.23366454243659973)"
2022/09/13/22:01:46.649288,447864,1663131706,648741611,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7081107658198853, -0.14229900041689092, -0.4616522353938599, -0.04356986681093389, -3.1670807043658655)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2334017753601074, -5.119668006896973, -0.20243488252162933, -0.1863732486963272, -0.14361754059791565, 0.23716916143894196)"
2022/09/13/22:01:46.650986,447865,1663131706,650722488,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692670027362269, -0.7080742877772828, -0.14229852357973272, -0.4617152971080323, -0.04356891313661748, -3.1671062151538294)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2386574745178223, -5.0747222900390625, -0.097744882106781, -0.18677660822868347, -0.155393585562706, 0.2553142309188843)"
2022/09/13/22:01:46.653268,447866,1663131706,652742605,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.708073155289032, -0.14227372804750615, -0.4617137473872681, -0.04359466234316045, -3.1670692602740687)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2168946266174316, -5.110574722290039, -0.15507438778877258, -0.1765151023864746, -0.13591179251670837, 0.21956518292427063)"
2022/09/13/22:01:46.654989,447867,1663131706,654729590,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.16931659380068, -0.7080741089633484, -0.14228564897646123, -0.46168942869219975, -0.043545071278707326, -3.167093578969137)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2110071182250977, -5.100200653076172, -0.14122448861598969, -0.17442959547042847, -0.15144957602024078, 0.23758603632450104)"
2022/09/13/22:01:46.657157,447868,1663131706,656708405,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.7080741089633484, -0.14228564897646123, -0.4616534274867554, -0.04358226457704717, -3.1670804659472864)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2120509147644043, -5.072506904602051, -0.14518937468528748, -0.18506821990013123, -0.14075976610183716, 0.23681986331939697)"
2022/09/13/22:01:46.659421,447869,1663131706,658737458,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169302765523092, -0.7080972355655213, -0.14226180711855108, -0.46171589315448003, -0.04360658327211553, -3.1671183745013636)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.2509207725524902, -5.127303123474121, -0.10823933035135269, -0.18224477767944336, -0.14355698227882385, 0.24440324306488037)"
2022/09/13/22:01:46.661108,447870,1663131706,660721520,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693161169635218, -0.7081113618663331, -0.1422975699054163, -0.4617139858058472, -0.043607536946431935, -3.1670802275287073)","(-0.0, 0.0, 0.0, 0.0, -0.0, 0.0)","(-2.23928165435791, -5.115809440612793, -0.16631051898002625, -0.18964877724647522, -0.1547509729862213, 0.22207686305046082)"
2022/09/13/22:01:46.663371,447871,1663131706,662721352,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080619496158143, -0.14226228395570928, -0.4617026609233399, -0.043581787739888966, -3.167081419621603)","(-0.0, 0.0, 0.0, -1.6126302853081143e-06, -0.0, 0.0)","(-2.2166123390197754, -5.11555290222168, -0.11024327576160431, -0.18527668714523315, -0.1620834469795227, 0.24626804888248444)"
2022/09/13/22:01:46.665047,447872,1663131706,664707943,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692798773394983, -0.7080743473819275, -0.14232331911195928, -0.4617144626430054, -0.04356986681093389, -3.167081896458761)","(-0.0, 0.0, 0.0, -1.052932248057914e-07, -0.0, 0.0)","(-2.2466323375701904, -5.136472225189209, -0.1190662607550621, -0.17035140097141266, -0.14030764997005463, 0.24335715174674988)"
2022/09/13/22:01:46.667314,447873,1663131706,666741845,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.7080739301494141, -0.14229852357973272, -0.4616900247386475, -0.043595139180318654, -3.1670802275287073)","(-0.0, 0.0, 0.0, -6.874895763786526e-09, -0.0, 0.0)","(-2.230468273162842, -5.1424360275268555, -0.09643493592739105, -0.181056946516037, -0.13678860664367676, 0.24706144630908966)"
2022/09/13/22:01:46.669023,447874,1663131706,668703527,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692536512957972, -0.7080856722644349, -0.14226037660707647, -0.4617266219905396, -0.04357034364809209, -3.167093817387716)","(-0.0, 0.0, 0.0, -4.4888154304700834e-10, -0.0, 0.0)","(-2.269864082336426, -5.1113386154174805, -0.13732577860355377, -0.1797924041748047, -0.1501886248588562, 0.22481361031532288)"
2022/09/13/22:01:46.671323,447875,1663131706,670727763,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693161169635218, -0.7080981892398377, -0.1422980467425745, -0.4616769117167969, -0.04358226457704717, -3.16711932817568)","(-0.0, 0.0, 0.0, -2.930876027984475e-11, -0.0, 0.0)","(-2.2377614974975586, -5.093527793884277, -0.11002099514007568, -0.19796237349510193, -0.14203321933746338, 0.22048185765743256)"
2022/09/13/22:01:46.673010,447876,1663131706,672716132,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693161169635218, -0.708087221985199, -0.14228612581361944, -0.4616890710643311, -0.04358274141420537, -3.1670807043658655)","(-0.0, 0.0, 0.0, -1.9136526131086073e-12, -0.0, 0.0)","(-2.235701322555542, -5.1040358543396, -0.17465685307979584, -0.17825134098529816, -0.13891206681728363, 0.2532742917537689)"
2022/09/13/22:01:46.675298,447877,1663131706,674735250,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692808310138147, -0.7080862683108826, -0.14228612581361944, -0.4616777461818238, -0.043593708668844044, -3.1670799891101282)","(-0.0, 0.0, 0.0, -1.2494783582350094e-13, -0.0, 0.0)","(-2.254953145980835, -5.147803783416748, -0.13507220149040222, -0.18011468648910522, -0.13843585550785065, 0.24109241366386414)"
2022/09/13/22:01:46.677052,447878,1663131706,676765548,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169302765523092, -0.7080987852862854, -0.14227325121034795, -0.46167810380969243, -0.04358226457704717, -3.1671062151538294)","(-0.0, 0.0, 0.0, -8.158200372578635e-15, -0.0, 0.0)","(-2.2875263690948486, -5.0839128494262695, -0.13362592458724976, -0.17711564898490906, -0.15195877850055695, 0.2311476618051529)"
2022/09/13/22:01:46.679254,447879,1663131706,678702595,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080866259387513, -0.1422980467425745, -0.46168990552935796, -0.04356843629945928, -3.1670807043658655)","(-0.0, 0.0, 0.0, -5.326721801717134e-16, -0.0, 0.0)","(-2.2485687732696533, -5.127884387969971, -0.14728069305419922, -0.18782395124435425, -0.14782355725765228, 0.23623645305633545)"
2022/09/13/22:01:46.680984,447880,1663131706,680682819,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693018118487757, -0.7080612939647217, -0.14228612581361944, -0.461688832645752, -0.04353315034975225, -3.167093578969137)","(-0.0, 0.0, 0.0, -3.4779688974963805e-17, -0.0, 0.0)","(-2.2308950424194336, -5.109510898590088, -0.1711195409297943, -0.1839483380317688, -0.14409780502319336, 0.252108097076416)"
2022/09/13/22:01:46.683314,447881,1663131706,682768970,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080863875201722, -0.1422489325152796, -0.4617154163173218, -0.043607536946431935, -3.1670802275287073)","(-0.0, 0.0, 0.0, -2.270865139496421e-18, -0.0, 0.0)","(-2.252870798110962, -5.1525163650512695, -0.1617041826248169, -0.17787042260169983, -0.1540716290473938, 0.21971771121025085)"
2022/09/13/22:01:46.684962,447882,1663131706,684771546,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169302765523092, -0.7080606383136292, -0.14228564897646123, -0.46172793329272466, -0.04360801378359014, -3.167093578969137)","(-0.0, 0.0, 0.0, -1.4827127177012352e-19, -0.0, 0.0)","(-2.2455625534057617, -5.117307662963867, -0.11797983199357986, -0.1843254566192627, -0.15166418254375458, 0.23034848272800446)"
2022/09/13/22:01:46.687216,447883,1663131706,686741165,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7080732744983216, -0.14229852357973272, -0.4617149394801636, -0.04359466234316045, -3.167117420827047)","(-0.0, 0.0, 0.0, -9.681054509649977e-21, -0.0, 0.0)","(-2.251669406890869, -5.118736267089844, -0.19455206394195557, -0.17759782075881958, -0.13529154658317566, 0.24272765219211578)"
2022/09/13/22:01:46.689488,447884,1663131706,688789613,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692670027362269, -0.7080743473819275, -0.14233619371523076, -0.46167607725177007, -0.04358274141420537, -3.167081419621603)","(-0.0, 0.0, 0.0, -6.321036663065796e-22, -0.0, 0.0)","(-2.2539923191070557, -5.123279094696045, -0.1528605818748474, -0.18033543229103088, -0.14191031455993652, 0.22903960943222046)"
2022/09/13/22:01:46.691290,447885,1663131706,690777311,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7080618304065247, -0.14228660265077764, -0.4616648715785523, -0.04358274141420537, -3.167081658040182)","(-0.0, 0.0, 0.0, -4.127184887584998e-23, -0.0, 0.0)","(-2.2786974906921387, -5.114948272705078, -0.18236090242862701, -0.1889517903327942, -0.14531353116035461, 0.2270861566066742)"
2022/09/13/22:01:46.693425,447886,1663131706,692752124,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692917982684534, -0.7080865663341065, -0.14227420488466436, -0.4616773885539551, -0.043556992207662404, -3.1670683065997522)","(-0.0, 0.0, 0.0, -2.694757135274481e-24, -0.0, 0.0)","(-2.1924846172332764, -5.120487689971924, -0.18301157653331757, -0.18827053904533386, -0.14542149007320404, 0.23453110456466675)"
2022/09/13/22:01:46.695077,447887,1663131706,694691781,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692665258990687, -0.7081102293780823, -0.14228517213930303, -0.46171482027087407, -0.043532673512594044, -3.167093817387716)","(-0.0, 0.0, 0.0, -1.7594836213925463e-25, -0.0, 0.0)","(-2.283801317214966, -5.136037826538086, -0.1293869912624359, -0.17624060809612274, -0.14145027101039886, 0.2356184720993042)"
2022/09/13/22:01:46.697342,447888,1663131706,696695519,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693037191974085, -0.7080618900111695, -0.14229852357973272, -0.46170230329547124, -0.04356986681093389, -3.1670685450183313)","(-0.0, 0.0, 0.0, -1.1488170577525906e-26, -0.0, 0.0)","(-2.221252918243408, -5.066127777099609, -0.14284487068653107, -0.17005705833435059, -0.14050428569316864, 0.2434532791376114)"
2022/09/13/22:01:46.699033,447889,1663131706,698697266,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692541281329554, -0.7080601018718262, -0.14228517213930303, -0.4616895479014893, -0.04357034364809209, -3.1671059767352503)","(-0.0, 0.0, 0.0, -7.500954984108939e-28, -0.0, 0.0)","(-2.256843090057373, -5.091453552246094, -0.16633515059947968, -0.17527717351913452, -0.13371561467647552, 0.23041203618049622)"
2022/09/13/22:01:46.701246,447890,1663131706,700680491,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.7080857914737244, -0.142310921345846, -0.46167655408892827, -0.04355746904482061, -3.1670799891101282)","(-0.0, 0.0, 0.0, -4.897587186429824e-29, -0.0, 0.0)","(-2.259657144546509, -5.112069129943848, -0.15450069308280945, -0.19028061628341675, -0.13582384586334229, 0.2331298589706421)"
2022/09/13/22:01:46.702959,447891,1663131706,702692122,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692803541766565, -0.7080870431712647, -0.14229852357973272, -0.4617024225047608, -0.04358226457704717, -3.1670685450183313)","(-0.0, 0.0, 0.0, -3.197774583050379e-30, -0.0, 0.0)","(-2.220315456390381, -5.109489440917969, -0.12062903493642807, -0.18603071570396423, -0.15471763908863068, 0.24134188890457153)"
2022/09/13/22:01:46.705176,447892,1663131706,704689583,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692917982684534, -0.7080754202655335, -0.14226180711855108, -0.4617009919932862, -0.04356891313661748, -3.1670942942248743)","(-0.0, 0.0, 0.0, -2.0879180030068205e-31, -0.0, 0.0)","(-2.256927251815796, -5.104375839233398, -0.15267373621463776, -0.18877160549163818, -0.13821303844451904, 0.23867879807949066)"
2022/09/13/22:01:46.706919,447893,1663131706,706691409,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.7080613535693665, -0.14227325121034795, -0.4616900247386475, -0.04355842271913701, -3.1670666376696985)","(-0.0, 0.0, 0.0, -1.3632613532037102e-32, -0.0, 0.0)","(-2.2254374027252197, -5.116870403289795, -0.1565302014350891, -0.18415185809135437, -0.15529003739356995, 0.23924881219863892)"
2022/09/13/22:01:46.709135,447894,1663131706,708733933,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693037191974085, -0.7080744069865723, -0.14229852357973272, -0.46170087278399663, -0.04360849062074834, -3.1670685450183313)","(-0.0, 0.0, 0.0, -8.901122404334681e-34, -0.0, 0.0)","(-2.225712299346924, -5.101536750793457, -0.15861523151397705, -0.19003063440322876, -0.15391206741333008, 0.24105703830718994)"
2022/09/13/22:01:46.711355,447895,1663131706,710685091,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693022886859339, -0.7080617111972352, -0.14226085344423467, -0.4616881173900147, -0.04356986681093389, -3.167081419621603)","(-0.0, 0.0, 0.0, -5.811796746977752e-35, -0.0, 0.0)","(-2.2403926849365234, -5.1044230461120605, -0.20364470779895782, -0.18271008133888245, -0.14585845172405243, 0.23493991792201996)"
2022/09/13/22:01:46.713070,447896,1663131706,712736193,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.708073155289032, -0.14232331911195928, -0.4617019456676026, -0.043581787739888966, -3.167068068181173)","(-0.0, 0.0, 0.0, -3.794687901531462e-36, -0.0, 0.0)","(-2.214726686477661, -5.151318550109863, -0.13386939465999603, -0.1684136688709259, -0.1461569219827652, 0.21801728010177612)"
2022/09/13/22:01:46.715271,447897,1663131706,714748600,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169302765523092, -0.7081110042384644, -0.14226180711855108, -0.46167834222827153, -0.0435565153705042, -3.167093102131979)","(-0.0, 0.0, 0.0, -2.4776600292101726e-37, -0.0, 0.0)","(-2.2944388389587402, -5.124356269836426, -0.15644855797290802, -0.17573468387126923, -0.1471155285835266, 0.23516753315925598)"
2022/09/13/22:01:46.716979,447898,1663131706,716752972,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169290844594137, -0.7080620688251038, -0.142310921345846, -0.4617017072490235, -0.04356986681093389, -3.1670942942248743)","(-0.0, 0.0, 0.0, -1.6177350377231817e-38, -0.0, 0.0)","(-2.230775833129883, -5.148719787597656, -0.1051340401172638, -0.16796842217445374, -0.1470794826745987, 0.24639195203781128)"
2022/09/13/22:01:46.719187,447899,1663131706,718717815,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692536512957972, -0.7080998581698914, -0.14228612581361944, -0.4616770309260865, -0.04357034364809209, -3.1670926252948206)","(-0.0, 0.0, 0.0, -1.0562651512449033e-39, -0.0, 0.0)","(-2.2547607421875, -5.137423038482666, -0.09920772165060043, -0.1818285584449768, -0.13402287662029266, 0.243905708193779)"
2022/09/13/22:01:46.721402,447900,1663131706,720722957,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692913214312952, -0.7080496710589905, -0.1422980467425745, -0.46168990552935796, -0.04355842271913701, -3.167105499898092)","(-0.0, 0.0, 0.0, -6.89663052202102e-41, -0.0, 0.0)","(-2.224911689758301, -5.120895862579346, -0.15418580174446106, -0.18142275512218475, -0.1445811688899994, 0.22824548184871674)"
2022/09/13/22:01:46.723106,447901,1663131706,722713900,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692917982684534, -0.708087221985199, -0.14233571687807256, -0.4617024225047608, -0.04358226457704717, -3.167105738316671)","(-0.0, 0.0, 0.0, -4.502371965875637e-42, -0.0, 0.0)","(-2.2268013954162598, -5.149599075317383, -0.16196073591709137, -0.1686384081840515, -0.14001089334487915, 0.24324198067188263)"
2022/09/13/22:01:46.725393,447902,1663131706,724704908,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7080734533122559, -0.14226180711855108, -0.46166546762500005, -0.04358131090273076, -3.1670683065997522)","(-0.0, 0.0, 0.0, -2.942726775082116e-43, -0.0, 0.0)","(-2.2109618186950684, -5.127074241638184, -0.1365811973810196, -0.17287543416023254, -0.14039313793182373, 0.2382221817970276)"
2022/09/13/22:01:46.727029,447903,1663131706,726714167,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080605787089844, -0.14226180711855108, -0.46167834222827153, -0.04355794588197881, -3.167104784642355)","(-0.0, 0.0, 0.0, -1.961817850054744e-44, -0.0, 0.0)","(-2.2535157203674316, -5.134018898010254, -0.13683897256851196, -0.1627209484577179, -0.1495671570301056, 0.2279815375804901)"
2022/09/13/22:01:46.729260,447904,1663131706,728692902,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.169278923665182, -0.7080753010562439, -0.14229947725404912, -0.4616900247386475, -0.04358369508852178, -3.1671181360827845)","(-0.0, 0.0, 0.0, -1.401298464324817e-45, -0.0, 0.0)","(-2.259625196456909, -5.135049819946289, -0.1193690374493599, -0.1843140423297882, -0.13078933954238892, 0.2375277727842331)"
2022/09/13/22:01:46.730953,447905,1663131706,730699136,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692922751056116, -0.708087221985199, -0.14228660265077764, -0.46167583883319097, -0.04360801378359014, -3.1670687834369105)","(-0.0, 0.0, 0.0, -0.0, -0.0, 0.0)","(-2.2718029022216797, -5.1378021240234375, -0.10333390533924103, -0.1807956099510193, -0.1597694456577301, 0.2376331090927124)"
2022/09/13/22:01:46.733172,447906,1663131706,732709373,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692794005023401, -0.7080612939647217, -0.14227372804750615, -0.4617144626430054, -0.04355842271913701, -3.167105261479513)","(-0.0, 0.0, 0.0, -0.0, -0.0, 0.0)","(-2.2382359504699707, -5.150542736053467, -0.11390070617198944, -0.1940661072731018, -0.15414473414421082, 0.23566967248916626)"
2022/09/13/22:01:46.734882,447907,1663131706,734687796,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1692541281329554, -0.7081112426570435, -0.14229900041689092, -0.46166475236926274, -0.04360706010927373, -3.1670807043658655)","(-0.0, 0.0, 0.0, -0.0, -0.0, 0.0)","(-2.2705817222595215, -5.130620002746582, -0.17323711514472961, -0.17473731935024261, -0.14190007746219635, 0.23700198531150818)"
2022/09/13/22:01:46.737138,447908,1663131706,736708551,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7080851954272767, -0.14229900041689092, -0.4616775077632447, -0.04359609285463506, -3.1670804659472864)","(-0.0, 0.0, 0.0, -0.0, -0.0, 0.0)","(-2.2873454093933105, -5.12631893157959, -0.1419057548046112, -0.1901436448097229, -0.13899463415145874, 0.2244066596031189)"
2022/09/13/22:01:46.739367,447909,1663131706,738723132,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693032423602503, -0.7080985468677063, -0.14228660265077764, -0.46170230329547124, -0.04358274141420537, -3.1670802275287073)","(-0.0, 0.0, 0.0, -0.0, -0.0, 0.0)","(-2.2362639904022217, -5.130143165588379, -0.1303240805864334, -0.18837794661521912, -0.14150278270244598, 0.2366177886724472)"
2022/09/13/22:01:46.741075,447910,1663131706,740741938,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693289915667933, -0.7080992621234437, -0.14233619371523076, -0.4616784614375611, -0.04359418550600225, -3.1670811812030237)","(-0.0, 0.0, 0.0, -0.0, -0.0, 0.0)","(-2.2241709232330322, -5.126725196838379, -0.14293931424617767, -0.17128530144691467, -0.13471654057502747, 0.24400010704994202)"
2022/09/13/22:01:46.743351,447911,1663131706,742730397,,"['elbow_joint', 'shoulder_lift_joint', 'shoulder_pan_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","(1.1693289915667933, -0.7080857914737244, -0.142310921345846, -0.4617026609233399, -0.043595139180318654, -3.167067829762594)","(-0.0, 0.0, 0.0, -0.0, -0.0, 0.0)","(-2.2121617794036865, -5.129079818725586, -0.16122731566429138, -0.18129602074623108, -0.16662535071372986, 0.2317483127117157)"
